,accession,tax_id,organism_name,download_url
784,GCF_002078355.1,74969,Ferroplasma acidiphilum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002078355.1/download?include_annotation_type=GENOME_FASTA&filename=Ferroplasma_acidiphilum.zip
785,GCF_005083985.2,1424653,Caminibacter pacificus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_005083985.2/download?include_annotation_type=GENOME_FASTA&filename=Caminibacter_pacificus.zip
786,GCF_013372205.1,202,Campylobacter mucosalis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013372205.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_mucosalis.zip
787,GCF_000737865.1,1687,Bifidobacterium coryneforme,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000737865.1/download?include_annotation_type=GENOME_FASTA&filename=Bifidobacterium_coryneforme.zip
788,GCF_012222965.1,1085647,Allofrancisella inopinata,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_012222965.1/download?include_annotation_type=GENOME_FASTA&filename=Allofrancisella_inopinata.zip
789,GCF_001989575.1,1817405,Abyssicoccus albus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001989575.1/download?include_annotation_type=GENOME_FASTA&filename=Abyssicoccus_albus.zip
790,GCF_024397795.1,151781,Lactobacillus intestinalis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024397795.1/download?include_annotation_type=GENOME_FASTA&filename=Lactobacillus_intestinalis.zip
791,GCF_000736415.1,1244531,Campylobacter iguaniorum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000736415.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_iguaniorum.zip
792,GCF_013201645.1,1448857,Campylobacter corcagiensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013201645.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_corcagiensis.zip
793,GCF_013201605.1,1848766,Campylobacter ornithocola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013201605.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_ornithocola.zip
794,GCF_013372105.1,2505970,Campylobacter armoricus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013372105.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_armoricus.zip
795,GCF_002355535.1,708131,Aurantimicrobium minutum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002355535.1/download?include_annotation_type=GENOME_FASTA&filename=Aurantimicrobium_minutum.zip
796,GCF_004359375.1,1720083,Acetilactobacillus jinshanensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004359375.1/download?include_annotation_type=GENOME_FASTA&filename=Acetilactobacillus_jinshanensis.zip
797,GCF_002795265.1,2139,Spiroplasma clarkii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002795265.1/download?include_annotation_type=GENOME_FASTA&filename=Spiroplasma_clarkii.zip
798,GCF_019357495.1,489910,Nosocomiicoccus ampullae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019357495.1/download?include_annotation_type=GENOME_FASTA&filename=Nosocomiicoccus_ampullae.zip
799,GCF_008245045.1,1031542,Campylobacter volucris,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008245045.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_volucris.zip
800,GCF_023167465.1,680118,Methanothermobacter tenebrarum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023167465.1/download?include_annotation_type=GENOME_FASTA&filename=Methanothermobacter_tenebrarum.zip
801,GCF_000402035.1,758793,Caballeronia insecticola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000402035.1/download?include_annotation_type=GENOME_FASTA&filename=Caballeronia_insecticola.zip
802,GCF_001854225.1,535712,Candidatus Rhodoluna planktonica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001854225.1/download?include_annotation_type=GENOME_FASTA&filename=Candidatus_Rhodoluna_planktonica.zip
803,GCA_029542845.1,180528,Malassezia nana,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_029542845.1/download?include_annotation_type=GENOME_FASTA&filename=Malassezia_nana.zip
804,GCF_001262715.1,216946,Spiroplasma turonicum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001262715.1/download?include_annotation_type=GENOME_FASTA&filename=Spiroplasma_turonicum.zip
805,GCA_029542905.1,1514897,Malassezia arunalokei,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_029542905.1/download?include_annotation_type=GENOME_FASTA&filename=Malassezia_arunalokei.zip
806,GCF_000941075.1,86660,Mesomycoplasma dispar,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000941075.1/download?include_annotation_type=GENOME_FASTA&filename=Mesomycoplasma_dispar.zip
807,GCF_900660495.1,29556,Mycoplasmopsis gallinacea,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900660495.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasmopsis_gallinacea.zip
808,GCA_029542785.1,223818,Malassezia japonica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_029542785.1/download?include_annotation_type=GENOME_FASTA&filename=Malassezia_japonica.zip
809,GCF_024918975.1,51364,Mycoplasma cottewii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024918975.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasma_cottewii.zip
810,GCF_002749675.1,2149,Mesoplasma entomophilum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002749675.1/download?include_annotation_type=GENOME_FASTA&filename=Mesoplasma_entomophilum.zip
811,GCF_029542925.1,2020962,Malassezia vespertilionis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_029542925.1/download?include_annotation_type=GENOME_FASTA&filename=Malassezia_vespertilionis.zip
812,GCF_002804205.1,74700,Entomoplasma freundtii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002804205.1/download?include_annotation_type=GENOME_FASTA&filename=Entomoplasma_freundtii.zip
813,GCF_006228185.1,353852,Mycoplasma nasistruthionis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_006228185.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasma_nasistruthionis.zip
814,GCF_008704715.1,1969,Streptomyces chartreusis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008704715.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_chartreusis.zip
815,GCF_000242455.2,886293,Singulisphaera acidiphila DSM 18658,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000242455.2/download?include_annotation_type=GENOME_FASTA&filename=Singulisphaera_acidiphila_DSM_18658.zip
816,GCF_019397265.1,1122611,Nonomuraea coxensis DSM 45129,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019397265.1/download?include_annotation_type=GENOME_FASTA&filename=Nonomuraea_coxensis_DSM_45129.zip
817,GCF_000172155.1,240016,Verrucomicrobium spinosum DSM 4136 = JCM 18804,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000172155.1/download?include_annotation_type=GENOME_FASTA&filename=Verrucomicrobium_spinosum_DSM_4136_=_JCM_18804.zip
818,GCF_000058485.1,326424,Frankia alni ACN14a,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000058485.1/download?include_annotation_type=GENOME_FASTA&filename=Frankia_alni_ACN14a.zip
819,GCF_000758705.1,189425,Paenibacillus graminis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000758705.1/download?include_annotation_type=GENOME_FASTA&filename=Paenibacillus_graminis.zip
820,GCF_000237305.1,1003195,Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000237305.1/download?include_annotation_type=GENOME_FASTA&filename=Streptantibioticus_cattleyicolor_NRRL_8057_=_DSM_46488.zip
821,GCF_000512205.2,1123269,Sphingomonas sanxanigenens DSM 19645 = NX02,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000512205.2/download?include_annotation_type=GENOME_FASTA&filename=Sphingomonas_sanxanigenens_DSM_19645_=_NX02.zip
822,GCF_019456675.1,370524,Mycolicibacterium pallens,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019456675.1/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_pallens.zip
823,GCF_901482695.1,259,Sphingobacterium thalpophilum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_901482695.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingobacterium_thalpophilum.zip
824,GCF_000723165.1,1349767,Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000723165.1/download?include_annotation_type=GENOME_FASTA&filename=Janthinobacterium_agaricidamnosum_NBRC_102515_=_DSM_9628.zip
825,GCF_022374875.2,318424,Mycolicibacterium rufum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022374875.2/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_rufum.zip
826,GCF_000145275.1,573061,Clostridium cellulovorans 743B,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000145275.1/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_cellulovorans_743B.zip
827,GCF_000018865.1,324602,Chloroflexus aurantiacus J-10-fl,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000018865.1/download?include_annotation_type=GENOME_FASTA&filename=Chloroflexus_aurantiacus_J-10-fl.zip
828,GCF_900187015.1,61651,Serratia ficaria,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900187015.1/download?include_annotation_type=GENOME_FASTA&filename=Serratia_ficaria.zip
829,GCF_000016425.1,369723,Salinispora tropica CNB-440,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000016425.1/download?include_annotation_type=GENOME_FASTA&filename=Salinispora_tropica_CNB-440.zip
830,GCF_000023825.1,485917,Pedobacter heparinus DSM 2366,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000023825.1/download?include_annotation_type=GENOME_FASTA&filename=Pedobacter_heparinus_DSM_2366.zip
831,GCF_000281175.1,926550,Caldilinea aerophila DSM 14535 = NBRC 104270,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000281175.1/download?include_annotation_type=GENOME_FASTA&filename=Caldilinea_aerophila_DSM_14535_=_NBRC_104270.zip
832,GCF_016725645.1,258,Sphingobacterium spiritivorum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016725645.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingobacterium_spiritivorum.zip
833,GCF_000016745.1,351605,Geotalea uraniireducens Rf4,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000016745.1/download?include_annotation_type=GENOME_FASTA&filename=Geotalea_uraniireducens_Rf4.zip
834,GCF_000023465.1,655815,Zunongwangia profunda SM-A87,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000023465.1/download?include_annotation_type=GENOME_FASTA&filename=Zunongwangia_profunda_SM-A87.zip
835,GCF_000970285.1,1434110,Methanosarcina horonobensis HB-1 = JCM 15518,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000970285.1/download?include_annotation_type=GENOME_FASTA&filename=Methanosarcina_horonobensis_HB-1_=_JCM_15518.zip
836,GCF_001886815.1,880073,Caldithrix abyssi DSM 13497,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001886815.1/download?include_annotation_type=GENOME_FASTA&filename=Caldithrix_abyssi_DSM_13497.zip
837,GCF_000582515.1,367190,Yersinia similis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000582515.1/download?include_annotation_type=GENOME_FASTA&filename=Yersinia_similis.zip
838,GCF_002250055.1,33932,Sutcliffiella cohnii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002250055.1/download?include_annotation_type=GENOME_FASTA&filename=Sutcliffiella_cohnii.zip
839,GCF_000237085.1,720554,Acetivibrio clariflavus DSM 19732,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000237085.1/download?include_annotation_type=GENOME_FASTA&filename=Acetivibrio_clariflavus_DSM_19732.zip
840,GCF_000013645.1,266265,Paraburkholderia xenovorans LB400,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000013645.1/download?include_annotation_type=GENOME_FASTA&filename=Paraburkholderia_xenovorans_LB400.zip
841,GCF_003585765.1,323450,Pontibacter actiniarum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003585765.1/download?include_annotation_type=GENOME_FASTA&filename=Pontibacter_actiniarum.zip
842,GCF_900478115.1,38310,Rhodococcus coprophilus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900478115.1/download?include_annotation_type=GENOME_FASTA&filename=Rhodococcus_coprophilus.zip
843,GCF_025148285.1,478749,Marvinbryantia formatexigens DSM 14469,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_025148285.1/download?include_annotation_type=GENOME_FASTA&filename=Marvinbryantia_formatexigens_DSM_14469.zip
844,GCF_000015505.1,365044,Polaromonas naphthalenivorans CJ2,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000015505.1/download?include_annotation_type=GENOME_FASTA&filename=Polaromonas_naphthalenivorans_CJ2.zip
845,GCF_000015245.1,326297,Shewanella amazonensis SB2B,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000015245.1/download?include_annotation_type=GENOME_FASTA&filename=Shewanella_amazonensis_SB2B.zip
846,GCF_019285775.1,39122,Skermania piniformis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019285775.1/download?include_annotation_type=GENOME_FASTA&filename=Skermania_piniformis.zip
847,GCF_003967075.1,135719,Sphingobium amiense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003967075.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingobium_amiense.zip
848,GCF_000953135.1,1212491,Legionella fallonii LLAP-10,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000953135.1/download?include_annotation_type=GENOME_FASTA&filename=Legionella_fallonii_LLAP-10.zip
849,GCF_000226975.2,358396,Halobiforma lacisalsi AJ5,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000226975.2/download?include_annotation_type=GENOME_FASTA&filename=Halobiforma_lacisalsi_AJ5.zip
850,GCF_000262305.1,630626,Shimwellia blattae DSM 4481 = NBRC 105725,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000262305.1/download?include_annotation_type=GENOME_FASTA&filename=Shimwellia_blattae_DSM_4481_=_NBRC_105725.zip
851,GCF_025151995.1,438033,Ruminococcus gauvreauii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_025151995.1/download?include_annotation_type=GENOME_FASTA&filename=Ruminococcus_gauvreauii.zip
852,GCF_000816845.1,1041138,Rhizobium gallicum bv. gallicum R602sp,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000816845.1/download?include_annotation_type=GENOME_FASTA&filename=Rhizobium_gallicum_bv._gallicum_R602sp.zip
853,GCF_000959365.1,441162,Burkholderia oklahomensis C6786,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000959365.1/download?include_annotation_type=GENOME_FASTA&filename=Burkholderia_oklahomensis_C6786.zip
854,GCF_000022565.1,240015,Acidobacterium capsulatum ATCC 51196,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000022565.1/download?include_annotation_type=GENOME_FASTA&filename=Acidobacterium_capsulatum_ATCC_51196.zip
855,GCF_000015725.1,420662,Methylibium petroleiphilum PM1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000015725.1/download?include_annotation_type=GENOME_FASTA&filename=Methylibium_petroleiphilum_PM1.zip
856,GCF_025215495.1,85968,Mycolicibacterium brumae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_025215495.1/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_brumae.zip
857,GCF_000023225.1,525897,Desulfomicrobium baculatum DSM 4028,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000023225.1/download?include_annotation_type=GENOME_FASTA&filename=Desulfomicrobium_baculatum_DSM_4028.zip
858,GCF_000230735.2,797303,Natrinema pellirubrum DSM 15624,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230735.2/download?include_annotation_type=GENOME_FASTA&filename=Natrinema_pellirubrum_DSM_15624.zip
859,GCF_002355855.1,120107,Sphingobium cloacae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002355855.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingobium_cloacae.zip
860,GCF_001687565.2,1185653,Planococcus antarcticus DSM 14505,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001687565.2/download?include_annotation_type=GENOME_FASTA&filename=Planococcus_antarcticus_DSM_14505.zip
861,GCF_000227685.2,713585,Thioalkalivibrio paradoxus ARh 1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000227685.2/download?include_annotation_type=GENOME_FASTA&filename=Thioalkalivibrio_paradoxus_ARh_1.zip
862,GCF_000025625.1,547559,Natrialba magadii ATCC 43099,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000025625.1/download?include_annotation_type=GENOME_FASTA&filename=Natrialba_magadii_ATCC_43099.zip
863,GCF_000444995.1,1367847,Paracoccus aminophilus JCM 7686,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000444995.1/download?include_annotation_type=GENOME_FASTA&filename=Paracoccus_aminophilus_JCM_7686.zip
864,GCF_000016165.1,349161,Desulforamulus reducens MI-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000016165.1/download?include_annotation_type=GENOME_FASTA&filename=Desulforamulus_reducens_MI-1.zip
865,GCF_000218545.1,593907,Cellulomonas gilvus ATCC 13127,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000218545.1/download?include_annotation_type=GENOME_FASTA&filename=Cellulomonas_gilvus_ATCC_13127.zip
866,GCF_002005465.1,320497,Neoasaia chiangmaiensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002005465.1/download?include_annotation_type=GENOME_FASTA&filename=Neoasaia_chiangmaiensis.zip
867,GCF_001687665.2,414778,Planococcus donghaensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001687665.2/download?include_annotation_type=GENOME_FASTA&filename=Planococcus_donghaensis.zip
868,GCF_000223215.1,1045858,Brachyspira intermedia PWS/A,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000223215.1/download?include_annotation_type=GENOME_FASTA&filename=Brachyspira_intermedia_PWS/A.zip
869,GCF_000941055.1,1454006,Siansivirga zeaxanthinifaciens CC-SAMT-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000941055.1/download?include_annotation_type=GENOME_FASTA&filename=Siansivirga_zeaxanthinifaciens_CC-SAMT-1.zip
870,GCF_002028405.1,926,Thiomonas intermedia,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002028405.1/download?include_annotation_type=GENOME_FASTA&filename=Thiomonas_intermedia.zip
871,GCF_001653755.1,1300343,Dokdonia donghaensis DSW-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001653755.1/download?include_annotation_type=GENOME_FASTA&filename=Dokdonia_donghaensis_DSW-1.zip
872,GCF_025152575.1,214851,Subdoligranulum variabile,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_025152575.1/download?include_annotation_type=GENOME_FASTA&filename=Subdoligranulum_variabile.zip
873,GCF_000341345.1,1121362,Corynebacterium halotolerans YIM 70093 = DSM 44683,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000341345.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_halotolerans_YIM_70093_=_DSM_44683.zip
874,GCF_001561955.1,991789,Anaerotignum propionicum DSM 1682,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001561955.1/download?include_annotation_type=GENOME_FASTA&filename=Anaerotignum_propionicum_DSM_1682.zip
875,GCF_028743515.2,1165090,Imtechella halotolerans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028743515.2/download?include_annotation_type=GENOME_FASTA&filename=Imtechella_halotolerans.zip
876,GCF_018200015.1,662476,Haloarcula sinaiiensis ATCC 33800,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018200015.1/download?include_annotation_type=GENOME_FASTA&filename=Haloarcula_sinaiiensis_ATCC_33800.zip
877,GCF_004799645.1,61858,Natronorubrum bangense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004799645.1/download?include_annotation_type=GENOME_FASTA&filename=Natronorubrum_bangense.zip
878,GCF_003610015.1,33074,Zymobacter palmae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003610015.1/download?include_annotation_type=GENOME_FASTA&filename=Zymobacter_palmae.zip
879,GCF_000178115.2,663278,Ethanoligenens harbinense YUAN-3,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000178115.2/download?include_annotation_type=GENOME_FASTA&filename=Ethanoligenens_harbinense_YUAN-3.zip
880,GCF_009664085.1,316276,Thermochromatium tepidum ATCC 43061,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009664085.1/download?include_annotation_type=GENOME_FASTA&filename=Thermochromatium_tepidum_ATCC_43061.zip
881,GCF_000305935.1,1089553,Thermacetogenium phaeum DSM 12270,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000305935.1/download?include_annotation_type=GENOME_FASTA&filename=Thermacetogenium_phaeum_DSM_12270.zip
882,GCF_022749495.1,997348,Neisseria macacae ATCC 33926,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022749495.1/download?include_annotation_type=GENOME_FASTA&filename=Neisseria_macacae_ATCC_33926.zip
883,GCF_003544935.1,870501,Malaciobacter molluscorum LMG 25693,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003544935.1/download?include_annotation_type=GENOME_FASTA&filename=Malaciobacter_molluscorum_LMG_25693.zip
884,GCF_000213235.1,1209989,Tepidanaerobacter acetatoxydans Re1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000213235.1/download?include_annotation_type=GENOME_FASTA&filename=Tepidanaerobacter_acetatoxydans_Re1.zip
885,GCF_000020045.1,391038,Paraburkholderia phymatum STM815,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000020045.1/download?include_annotation_type=GENOME_FASTA&filename=Paraburkholderia_phymatum_STM815.zip
886,GCF_000767055.1,558173,Corynebacterium doosanense CAU 212 = DSM 45436,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000767055.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_doosanense_CAU_212_=_DSM_45436.zip
887,GCF_000012305.1,259536,Psychrobacter arcticus 273-4,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000012305.1/download?include_annotation_type=GENOME_FASTA&filename=Psychrobacter_arcticus_273-4.zip
888,GCF_019669965.1,118126,Methanoculleus chikugoensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019669965.1/download?include_annotation_type=GENOME_FASTA&filename=Methanoculleus_chikugoensis.zip
889,GCF_000013725.1,259564,Methanococcoides burtonii DSM 6242,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000013725.1/download?include_annotation_type=GENOME_FASTA&filename=Methanococcoides_burtonii_DSM_6242.zip
890,GCF_004803795.1,203,Campylobacter rectus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004803795.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_rectus.zip
891,GCF_016725245.1,71237,Mammaliicoccus vitulinus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016725245.1/download?include_annotation_type=GENOME_FASTA&filename=Mammaliicoccus_vitulinus.zip
892,GCF_000145215.1,608506,Caldicellulosiruptor obsidiansis OB47,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000145215.1/download?include_annotation_type=GENOME_FASTA&filename=Caldicellulosiruptor_obsidiansis_OB47.zip
893,GCF_000237205.1,331113,Simkania negevensis Z,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000237205.1/download?include_annotation_type=GENOME_FASTA&filename=Simkania_negevensis_Z.zip
894,GCF_000196275.1,319795,Deinococcus geothermalis DSM 11300,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000196275.1/download?include_annotation_type=GENOME_FASTA&filename=Deinococcus_geothermalis_DSM_11300.zip
895,GCF_000011565.2,264201,Candidatus Protochlamydia amoebophila UWE25,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000011565.2/download?include_annotation_type=GENOME_FASTA&filename=Candidatus_Protochlamydia_amoebophila_UWE25.zip
896,GCF_020162295.1,1120981,Alysiella filiformis DSM 16848,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_020162295.1/download?include_annotation_type=GENOME_FASTA&filename=Alysiella_filiformis_DSM_16848.zip
897,GCF_013372265.1,255507,Aliarcobacter cibarius,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013372265.1/download?include_annotation_type=GENOME_FASTA&filename=Aliarcobacter_cibarius.zip
898,GCF_001190745.1,824,Campylobacter gracilis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001190745.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_gracilis.zip
899,GCF_000255135.1,443254,Marinitoga piezophila KA3,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000255135.1/download?include_annotation_type=GENOME_FASTA&filename=Marinitoga_piezophila_KA3.zip
900,GCF_000012965.1,326298,Sulfurimonas denitrificans DSM 1251,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000012965.1/download?include_annotation_type=GENOME_FASTA&filename=Sulfurimonas_denitrificans_DSM_1251.zip
